"term","weight"
"别有情趣 ",1
"彬 ",1
"彬彬 ",1
"彬彬有礼 ",1
"斌 ",1
"兵强马壮 ",1
"冰肌玉骨 ",1
"冰清玉洁 ",1
"冰雪聪明 ",1
"秉持公正 ",1
"秉公 ",1
"秉正 ",1
"秉直 ",1
"炳 ",1
"并茂 ",1
"波光粼粼 ",1
"波澜壮阔 ",1
"博大 ",1
"博大精深 ",1
"博古通今 ",1
"博识 ",1
"博闻 ",1
"博闻广识 ",1
"博闻强记 ",1
"博学 ",1
"博学多才 ",1
"博学多能 ",1
"博学多闻 ",1
"博雅 ",1
"勃 ",1
"勃勃 ",1
"勃勃生机 ",1
"不卑不亢 ",1
"不变 ",1
"不耻下问 ",1
"不错 ",1
"不大不小 ",1
"不大离儿 ",1
"不惮其烦 ",1
"不动摇 ",1
"不费吹灰之力 ",1
"不费力 ",1
"不苟 ",1
"不苟言笑 ",1
"不含糊 ",1
"不会腐败 ",1
"不会弄错 ",1
"不加区别 ",1
"不加掩饰 ",1
"不加渲染 ",1
"不简单 ",1
"不骄不躁 ",1
"不咎既往 ",1
"不亢不卑 ",1
"不可或缺 ",1
"不可缺 ",1
"不可缺少 ",1
"不赖 ",1
"不离儿 ",1
"不落俗套 ",1
"不落窠臼 ",1
"不难 ",1
"不偏不倚 ",1
"不屈 ",1
"不屈不挠 ",1
"不容怀疑 ",1
"不容置辩 ",1
"不容置疑 ",1
"不俗 ",1
"不同凡响 ",1
"不同寻常 ",1
"不为已甚 ",1
"不畏艰险 ",1
"不无道理 ",1
"不无小补 ",1
"不无裨益 ",1
"不武断 ",1
"不限 ",1
"不懈 ",1
"不懈怠 ",1
"不泄气 ",1
"不言而喻 ",1
"不厌其烦 ",1
"不厌其详 ",1
"不在话下 ",1
"不争 ",1
"不整齐 ",1
"不知疲倦 ",1
"部优 ",1
"才高八斗 ",1
"才华横溢 ",1
"才略过人 ",1
"才气横溢 ",1
"才思敏捷 ",1
"财大气粗 ",1
"惨淡 ",1
"惨烈 ",1
"灿 ",1
"灿烂 ",1
"灿烂夺目 ",1
"灿亮 ",1
"灿然 ",1
"苍郁 ",1
"缠绵 ",1
"昌 ",1
"昌明 ",1
"常 ",1
"常规 ",1
"长 ",1
"长治久安 ",1
"敞开 ",1
"敞开儿 ",1
"敞口 ",1
"敞亮 ",1
"畅达 ",1
"畅顺 ",1
"超拔 ",1
"超尘拔俗 ",1
"超等 ",1
"超凡入圣 ",1
"超凡脱俗 ",1
"超级 ",1
"超绝 ",1
"超群 ",1
"超群绝伦 ",1
"超俗 ",1
"超俗绝世 ",1
"超逸 ",1
"超卓 ",1
"朝气勃勃 ",1
"朝气蓬勃 ",1
"车水马龙 ",1
"澈 ",1
"沉寂 ",1
"沉静 ",1
"沉稳 ",1
"沉毅 ",1
"沉鱼落雁 ",1
"沉着 ",1
"称身 ",1
"成 ",1
"成器 ",1
"成趣 ",1
"成熟 ",1
"澄 ",1
"澄碧 ",1
"澄澈 ",1
"澄净 ",1
"澄明 ",1
"澄清 ",1
"诚 ",1
"诚恳 ",1
"诚朴 ",1
"诚实 ",1
"诚心 ",1
"诚心诚意 ",1
"诚挚 ",1
"诚笃 ",1
"承平 ",1
"吃得开 ",1
"吃香 ",1
"持平 ",1
"持正不阿 ",1
"持之有故 ",1
"持重 ",1
"驰名 ",1
"驰誉 ",1
"赤 ",1
"赤忱 ",1
"赤诚 ",1
"赤胆 ",1
"赤胆忠心 ",1
"赤裸 ",1
"赤裸裸 ",1
"赤色 ",1
"赤心 ",1
"炽盛 ",1
"崇 ",1
"崇高 ",1
"初生牛犊般 ",1
"出类拔萃 ",1
"出色 ",1
"出身高贵 ",1
"出身名门 ",1
"出神入化 ",1
"出手不凡 ",1
"出手大方 ",1
"出以公心 ",1
"出众 ",1
"楚楚 ",1
"楚楚动人 ",1
"楚楚可怜 ",1
"楚楚可人 ",1
"传神 ",1
"传统 ",1
"窗明几净 ",1
"创造性 ",1
"春光明媚 ",1
"春秋鼎盛 ",1
"春秋正富 ",1
"春色满园 ",1
"春意融融 ",1
"醇 ",1
"醇和 ",1
"醇厚 ",1
"醇美 ",1
"醇浓 ",1
"醇朴 ",1
"醇香 ",1
"唇红齿白 ",1
"淳 ",1
"淳厚 ",1
"淳美 ",1
"淳朴 ",1
"纯 ",1
"纯粹 ",1
"纯厚 ",1
"纯洁 ",1
"纯净 ",1
"纯朴 ",1
"纯熟 ",1
"纯一 ",1
"纯真 ",1
"纯正 ",1
"纯挚 ",1
"纯种 ",1
"绰约 ",1
"绰约多姿 ",1
"慈 ",1
"慈悲 ",1
"慈悲为怀 ",1
"慈善 ",1
"慈祥 ",1
"瓷实 ",1
"刺眼 ",1
"聪慧 ",1
"聪敏 ",1
"聪明 ",1
"聪明过人 ",1
"聪明绝顶 ",1
"聪明伶俐 ",1
"聪悟 ",1
"聪颖 ",1
"葱葱 ",1
"葱茂 ",1
"葱郁 ",1
"葱茏 ",1
"从宽 ",1
"从轻 ",1
"从权 ",1
"从实 ",1
"从始至终 ",1
"从头到底 ",1
"从头到尾 ",1
"从头至尾 ",1
"从一而终 ",1
"粗放 ",1
"粗豪 ",1
"粗实 ",1
"粗中有细 ",1
"粗壮 ",1
"粗犷 ",1
"簇新 ",1
"催人奋进 ",1
"脆 ",1
"脆亮 ",1
"脆美 ",1
"脆生 ",1
"脆响 ",1
"粹 ",1
"粹白 ",1
"错落有致 ",1
"达 ",1
"达观 ",1
"打心底里 ",1
"打心眼儿里 ",1
"打心眼里 ",1
"打眼 ",1
"大 ",1
"大慈大悲 ",1
"大大方方 ",1
"大胆 ",1
"大胆泼辣 ",1
"大度 ",1
"大而全 ",1
"大方 ",1
"大功率 ",1
"大公无私 ",1
"大好 ",1
"大红大紫 ",1
"大吉 ",1
"大吉大利 ",1
"大量 ",1
"大名鼎鼎 ",1
"大无畏 ",1
"大有文章 ",1
"大有希望 ",1
"大有益处 ",1
"大有作为 ",1
"大有裨益 ",1
"带劲 ",1
"带修辞色彩 ",1
"单纯 ",1
"单刀直入 ",1
"单一 ",1
"胆大 ",1
"淡泊 ",1
"淡泊明志 ",1
"淡泊名利 ",1
"淡雅 ",1
"弹性 ",1
"当 ",1
"当红 ",1
"当面 ",1
"当仁不让 ",1
"当心 ",1
"当众 ",1
"到 ",1
"到家 ",1
"道不拾遗 ",1
"道道地地 ",1
"道地 ",1
"得当 ",1
"得法 ",1
"得力 ",1
"得势 ",1
"得体 ",1
"得天独厚 ",1
"得心应手 ",1
"得宜 ",1
"灯火辉煌 ",1
"灯火通明 ",1
"登峰造极 ",1
"等内 ",1
"低调 ",1
"低价 ",1
"低价位 ",1
"低廉 ",1
"低首下心 ",1
"滴水不漏 ",1
"滴水穿石 ",1
"地道 ",1
"地地道道 ",1
"地动山摇 ",1
"地覆天翻 ",1
"第一流 ",1
"典型 ",1
"典型性 ",1
"典雅 ",1
"调和 ",1
"调谐 ",1
"跌荡 ",1
"跌宕 ",1
"叠翠 ",1
"秾 ",1
"秾艳 ",1
"丁是丁，卯是卯 ",1
"顶刮刮 ",1
"顶级 ",1
"顶尖 ",1
"顶事 ",1
"顶数 ",1
"顶天立地 ",1
"顶用 ",1
"顶呱呱 ",1
"鼎鼎大名 ",1
"定 ",1
"懂礼 ",1
"懂事 ",1
"懂行 ",1
"动平衡 ",1
"动人 ",1
"动人心魄 ",1
"动人心弦 ",1
"动态各异 ",1
"动态平衡 ",1
"动听 ",1
"斗胆 ",1
"豆腐心 ",1
"逗 ",1
"逗人 ",1
"独出心裁 ",1
"独到 ",1
"独具慧眼 ",1
"独具匠心 ",1
"独具特色 ",1
"独具只眼 ",1
"度量大 ",1
"端 ",1
"端端正正 ",1
"端方 ",1
"端静 ",1
"端丽 ",1
"端平 ",1
"端秀 ",1
"端雅 ",1
"端整 ",1
"端正 ",1
"端直 ",1
"端重 ",1
"端庄 ",1
"短平快 ",1
"短小精悍 ",1
"断然 ",1
"对 ",1
"对称 ",1
"对号 ",1
"对劲儿 ",1
"对头 ",1
"对味儿 ",1
"墩墩实实 ",1
"敦 ",1
"敦敦实实 ",1
"敦厚 ",1
"敦实 ",1
"多才多艺 ",1
"多彩 ",1
"多快好省 ",1
"多劳多得 ",1
"多情 ",1
"多情善感 ",1
"多姿 ",1
"多姿多采 ",1
"夺目 ",1
"扼要 ",1
"恩爱 ",1
"恩恩爱爱 ",1
"耳聪目明 ",1
"耳熟 ",1
"耳熟能详 ",1
"耳闻目睹 ",1
"尔雅 ",1
"二话不说 ",1
"二话没说 ",1
"发人深省 ",1
"发人深思 ",1
"发育完全 ",1
"发自肺腑 ",1
"发噱 ",1
"法定 ",1
"翻天覆地 ",1
"繁花似锦 ",1
"繁华 ",1
"繁茂 ",1
"繁荣富强 ",1
"繁盛 ",1
"芳 ",1
"芳香 ",1
"方便 ",1
"方方正正 ",1
"方正 ",1
"放之四海而皆准 ",1
"菲 ",1
"菲菲 ",1
"非常耐久 ",1
"非常热心 ",1
"非同小可 ",1
"飞快 ",1
"肥 ",1
"肥美 ",1
"肥沃 ",1
"匪夷所思 ",1
"芬芳 ",1
"芬芳袭人 ",1
"芬芳馥郁 ",1
"芬香 ",1
"分秒必争 ",1
"分明 ",1
"分文不取 ",1
"分析纯 ",1
"奋勇 ",1
"丰 ",1
"丰茂 ",1
"丰美 ",1
"丰饶 ",1
"丰润 ",1
"丰实 ",1
"丰沃 ",1
"丰裕 ",1
"丰姿绰约 ",1
"丰腴 ",1
"锋快 ",1
"锋利 ",1
"风度翩翩 ",1
"风发 ",1
"风风光光 ",1
"风风火火 ",1
"风光 ",1
"风光如画 ",1
"风光旖旎 ",1
"风华正茂 ",1
"风景如画 ",1
"风流 ",1
"风流倜傥 ",1
"风靡 ",1
"风平浪静 ",1
"风起云涌 ",1
"风趣 ",1
"风行 ",1
"风雅 ",1
"风雨无阻 ",1
"风姿绰约 ",1
"奉公守法 ",1
"凤毛麟角 ",1
"扶疏 ",1
"服服帖帖 ",1
"服帖 ",1
"福如东海 ",1
"负责 ",1
"富 ",1
"富贵 ",1
"富甲一方 ",1
"富可敌国 ",1
"富丽 ",1
"富丽堂皇 ",1
"富饶 ",1
"富实 ",1
"富庶 ",1
"富有 ",1
"富有成果 ",1
"富有成效 ",1
"富有弹性 ",1
"富裕 ",1
"富足 ",1
"妇孺皆知 ",1
"盖了帽 ",1
"盖帽 ",1
"干脆 ",1
"干脆利落 ",1
"干干净净 ",1
"干净 ",1
"干净利落 ",1
"干练 ",1
"甘 ",1
"甘醇 ",1
"甘美 ",1
"甘美多汁 ",1
"甘甜 ",1
"甘味 ",1
"甘之如饴 ",1
"肝胆过人 ",1
"感人 ",1
"敢 ",1
"刚 ",1
"刚刚 ",1
"刚好 ",1
"刚健 ",1
"刚劲 ",1
"刚劲有力 ",1
"刚强 ",1
"刚毅 ",1
"刚硬 ",1
"刚正 ",1
"刚正不阿 ",1
"刚直 ",1
"刚直不阿 ",1
"钢铁 ",1
"纲领性 ",1
"高 ",1
"高标号 ",1
"高标准 ",1
"高层 ",1
"高超 ",1
"高纯 ",1
"高大 ",1
"高档 ",1
"高档化 ",1
"高等 ",1
"高等级 ",1
"高端 ",1
"高风峻节 ",1
"高风亮节 ",1
"高高手儿 ",1
"高贵 ",1
"高级 ",1
"高级化 ",1
"高洁 ",1
"高精度 ",1
"高精尖 ",1
"高妙 ",1
"高明 ",1
"高强 ",1
"高强度 ",1
"高人一等 ",1
"高山流水 ",1
"高尚 ",1
"高深 ",1
"高深莫测 ",1
"高屋建瓴 ",1
"高效 ",1
"高效能 ",1
"高效益 ",1
"高新 ",1
"高性能 ",1
"高雅 ",1
"高雅简朴 ",1
"高瞻远瞩 ",1
"高质量 ",1
"高姿态 ",1
"膏腴 ",1
"革命 ",1
"革命性 ",1
"个性鲜明 ",1
"各得其所 ",1
"根本 ",1
"根深蒂固 ",1
"根深柢固 ",1
"跟脚 ",1
"更优越 ",1
"耿 ",1
"耿耿 ",1
"耿介 ",1
"耿介不阿 ",1
"耿直 ",1
"梗直 ",1
"工工整整 ",1
"工巧 ",1
"工稳 ",1
"工细 ",1
"工整 ",1
"工致 ",1
"功不可没 ",1
"功德无量 ",1
"恭 ",1
"恭恭敬敬 ",1
"恭谨 ",1
"恭敬 ",1
"恭顺 ",1
"公 ",1
"公道 ",1
"公而忘私 ",1
"公开 ",1
"公平 ",1
"公平正直 ",1
"公然 ",1
"公允 ",1
"公正 ",1
"公正客观 ",1
"巩固 ",1
"勾魂 ",1
"勾魂摄魄 ",1
"够格 ",1
"够水平 ",1
"够味儿 ",1
"够意思 ",1
"鼓舞人心 ",1
"古道热肠 ",1
"古朴 ",1
"古色古香 ",1
"古香古色 ",1
"骨鲠 ",1
"固 ",1
"固定 ",1
"固若金汤 ",1
"乖 ",1
"乖觉 ",1
"乖巧 ",1
"关键 ",1
"关键性 ",1
"管教好 ",1
"管事 ",1
"管事儿 ",1
"管用 ",1
"光 ",1
"光彩 ",1
"光彩夺目 ",1
"光彩照人 ",1
"光彩炫目 ",1
"光灿 ",1
"光灿灿 ",1
"光风霁月 ",1
"光滑 ",1
"光滑滑 ",1
"光辉 ",1
"光辉灿烂 ",1
"光洁 ",1
"光可鉴人 ",1
"光亮 ",1
"光亮亮 ",1
"光溜 ",1
"光溜溜 ",1
"光芒万丈 ",1
"光明 ",1
"光明磊落 ",1
"光明正大 ",1
"光荣 ",1
"光润 ",1
"光闪闪 ",1
"光鲜 ",1
"光艳 ",1
"光耀 ",1
"广远 ",1
"瑰 ",1
"瑰丽 ",1
"瑰伟 ",1
"瑰玮 ",1
"规范 ",1
"鬼 ",1
"鬼斧神工 ",1
"贵 ",1
"贵重 ",1
"滚瓜烂熟 ",1
"国色天香 ",1
"国泰民安 ",1
"国优 ",1
"果 ",1
"果断 ",1
"果敢 ",1
"果决 ",1
"过得硬 ",1
"过谦 ",1
"过细 ",1
"过硬 ",1
"海枯石烂 ",1
"憨 ",1
"憨厚 ",1
"憨实 ",1
"憨直 ",1
"含情 ",1
"含情脉脉 ",1
"含蓄 ",1
"含义明确 ",1
"涵蓄 ",1
"悍 ",1
"豪 ",1
"豪放 ",1
"豪放不羁 ",1
"豪华 ",1
"豪华型 ",1
"豪迈 ",1
"豪爽 ",1
"豪壮 ",1
"豪宕 ",1
"毫不动摇 ",1
"毫不费力 ",1
"毫不利己 ",1
"毫不畏惧 ",1
"毫不犹豫 ",1
"毫发不差 ",1
"毫发不爽 ",1
"毫发无损 ",1
"毫厘不差 ",1
"毫厘不爽 ",1
"毫无保留地 ",1
"毫无错误 ",1
"毫无问题 ",1
"毫无疑义 ",1
"好 ",1
"好办 ",1
"好吃 ",1
"好端端 ",1
"好过 ",1
"好好 ",1
"好看 ",1
"好客 ",1
"好上加好 ",1
"好声好气 ",1
"好生生 ",1
"好使 ",1
"好受 ",1
"好说话 ",1
"好说话儿 ",1
"好听 ",1
"好玩 ",1
"好玩儿 ",1
"好笑 ",1
"好心 ",1
"好心肠 ",1
"好心好意 ",1
"好用 ",1
"浩 ",1
"浩大 ",1
"浩荡 ",1
"浩然 ",1
"核心 ",1
"和 ",1
"和蔼 ",1
"和蔼可亲 ",1
"和畅 ",1
"和风细雨 ",1
"和和睦睦 ",1
"和和气气 ",1
"和缓 ",1
"和睦 ",1
"和平 ",1
"和气 ",1
"和洽 ",1
"和软 ",1
"和善 ",1
"和声 ",1
"和顺 ",1
"和婉 ",1
"和祥 ",1
"和谐 ",1
"和颜悦色 ",1
"和易 ",1
"和悦 ",1
"合当 ",1
"合度 ",1
"合法 ",1
"合格 ",1
"合乎逻辑 ",1
"合口 ",1
"合口味 ",1
"合理 ",1
"合拍 ",1
"合情合理 ",1
"合情理 ",1
"合群 ",1
"合时 ",1
"合适 ",1
"合胃口 ",1
"合宜 ",1
"赫 ",1
"赫赫 ",1
"赫赫有名 ",1
"赫然 ",1
"鹤发童颜 ",1
"鹤立鸡群 ",1
"黑白分明 ",1
"很有抱负 ",1
"很有意义 ",1
"狠 ",1
"狠狠 ",1
"恒 ",1
"恒定 ",1
"恒量 ",1
"哄闹 ",1
"鸿 ",1
"洪 ",1
"宏 ",1
"宏大 ",1
"宏富 ",1
"宏丽 ",1
"宏赡 ",1
"宏伟 ",1
"弘 ",1
"弘大 ",1
"红 ",1
"红得发紫 ",1
"红红火火 ",1
"红火 ",1
"红旗 ",1
"红色 ",1
"猴儿精 ",1
"厚 ",1
"厚道 ",1
"后生可畏 ",1
"呼之欲出 ",1
"虎背熊腰 ",1
"虎虎生气 ",1
"花 ",1
"花繁叶茂 ",1
"花好月圆 ",1
"花气袭人 ",1
"花容玉貌 ",1
"花容月貌 ",1
"花哨 ",1
"花团锦簇 ",1
"花香鸟语 ",1
"花样翻新 ",1
"花枝招展 ",1
"华 ",1
"华贵 ",1
"华丽 ",1
"华美 ",1
"滑 ",1
"滑不唧溜 ",1
"滑稽 ",1
"滑溜 ",1
"滑溜溜 ",1
"滑腻 ",1
"滑润 ",1
"滑爽 ",1
"滑天下之大稽 ",1
"划时代 ",1
"划一 ",1
"划一不二 ",1
"欢蹦乱跳 ",1
"欢洽 ",1
"欢实 ",1
"焕 ",1
"黄熟 ",1
"煌 ",1
"煌煌 ",1
"晃眼 ",1
"辉煌 ",1
"回味无穷 ",1
"慧 ",1
"慧眼独具 ",1
"会 ",1
"绘声绘色 ",1
"绘声绘影 ",1
"绘影绘声 ",1
"婚生 ",1
"浑厚 ",1
"浑金璞玉 ",1
"浑朴 ",1
"浑然 ",1
"浑然一体 ",1
"浑身是胆 ",1
"浑俗和光 ",1
"豁 ",1
"豁达 ",1
"豁达大度 ",1
"豁亮 ",1
"豁然 ",1
"活 ",1
"活便 ",1
"活泛 ",1
"活灵活现 ",1
"活络 ",1
"活泼 ",1
"活生生 ",1
"活跃 ",1
"火 ",1
"火暴 ",1
"火爆 ",1
"货真价实 ",1
"基 ",1
"基本 ",1
"基部 ",1
"基础 ",1
"基础性 ",1
"基础扎实 ",1
"机动 ",1
"机警 ",1
"机灵 ",1
"机敏 ",1
"机巧 ",1
"机智 ",1
"积极 ",1
"激动人心 ",1
"激进 ",1
"鸡犬不惊 ",1
"吉 ",1
"吉利 ",1
"吉庆 ",1
"吉祥 ",1
"吉祥如意 ",1
"吉星高照 ",1
"极好 ",1
"极其流行 ",1
"极神圣 ",1
"及格 ",1
"急公好义 ",1
"急进 ",1
"技高一筹 ",1
"济 ",1
"济事 ",1
"寂 ",1
"寂静 ",1
"寂然 ",1
"记实 ",1
"既定 ",1
"既往不咎 ",1
"嘉 ",1
"佳 ",1
"佳丽 ",1
"家给人足 ",1
"家喻户晓 ",1
"加意 ",1
"甲等 ",1
"甲级 ",1
"价值连城 ",1
"价值千金 ",1
"驾轻就熟 ",1
"坚 ",1
"坚不可摧 ",1
"坚持不懈 ",1
"坚持不渝 ",1
"坚定 ",1
"坚定不移 ",1
"坚固 ",1
"坚固耐用 ",1
"坚决 ",1
"坚强 ",1
"坚强不屈 ",1
"坚忍 ",1
"坚忍不拔 ",1
"坚韧 ",1
"坚韧不拔 ",1
"坚如磐石 ",1
"坚实 ",1
"坚挺 ",1
"坚毅 ",1
"坚贞 ",1
"坚贞不屈 ",1
"坚贞不渝 ",1
"尖 ",1
"尖端 ",1
"尖利 ",1
"尖锐 ",1
"简 ",1
"简便 ",1
"简便易行 ",1
"简单 ",1
"简单化 ",1
"简单明了 ",1
"简单易行 ",1
"简短 ",1
"简洁 ",1
"简括 ",1
"简练 ",1
"简略 ",1
"简明 ",1
"简明扼要 ",1
"简朴 ",1
"简要 ",1
"简易 ",1
"简约 ",1
"俭 ",1
"俭朴 ",1
"俭省 ",1
"贱 ",1
"贱价 ",1
"见多识广 ",1
"见机 ",1
"见所未见 ",1
"见微知萌 ",1
"见微知著 ",1
"健 ",1
"健步 ",1
"健康 ",1
"健康美 ",1
"健朗 ",1
"健美 ",1
"健全 ",1
"健实 ",1
"健硕 ",1
"健旺 ",1
"健壮 ",1
"建设性 ",1
"奖罚分明 ",1
"讲究 ",1
"讲理 ",1
"讲礼貌 ",1
"匠心独具 ",1
"娇 ",1
"娇滴滴 ",1
"娇好 ",1
"娇丽 ",1
"娇美 ",1
"娇媚 ",1
"娇柔 ",1
"娇艳 ",1
"娇娆 ",1
"矫健 ",1
"矫捷 ",1
"脚踏实地 ",1
"较真 ",1
"较真儿 ",1
"叫真 ",1
"叫真儿 ",1
"节俭 ",1
"节节 ",1
"节省 ",1
"节约 ",1
"杰 ",1
"杰出 ",1
"捷 ",1
"竭诚 ",1
"洁 ",1
"洁净 ",1
"结结实实 ",1
"结实 ",1
"结实粗壮 ",1
"筋道 ",1
"金碧辉煌 ",1
"金壁辉煌 ",1
"金不换 ",1
"金灿灿 ",1
"金城汤池 ",1
"金风送爽 ",1
"金贵 ",1
"金晃晃 ",1
"金闪闪 ",1
"金玉 ",1
"金玉满堂 ",1
"紧凑 ",1
"紧紧 ",1
"紧要 ",1
"锦 ",1
"锦簇花团 ",1
"锦绣 ",1
"谨 ",1
"谨慎 ",1
"谨严 ",1
"谨言慎行 ",1
"谨饬 ",1
"进步 ",1
"近便 ",1
"尽可能 ",1
"尽人皆知 ",1
"尽如人意 ",1
"尽善尽美 ",1
"尽心 ",1
"尽心竭力 ",1
"尽心尽力 ",1
"劲 ",1
"兢兢业业 ",1
"晶 ",1
"晶莹 ",1
"晶莹剔透 ",1
"精 ",1
"精辟 ",1
"精采 ",1
"精彩 ",1
"精彩纷呈 ",1
"精诚 ",1
"精粹 ",1
"精打细算 ",1
"精当 ",1
"精到 ",1
"精雕细刻 ",1
"精干 ",1
"精光 ",1
"精悍 ",1
"精精神神 ",1
"精力充沛 ",1
"精练 ",1
"精良 ",1
"精灵 ",1
"精美 ",1
"精密 ",1
"精妙 ",1
"精明 ",1
"精明强干 ",1
"精巧 ",1
"精确 ",1
"精深 ",1
"精神 ",1
"精神百倍 ",1
"精神饱满 ",1
"精神抖擞 ",1
"精神焕发 ",1
"精神十足 ",1
"精神矍铄 ",1
"精卫填海 ",1
"精细 ",1
"精心 ",1
"精选 ",1
"精湛 ",1
"精致 ",1
"精制 ",1
"精壮 ",1
"精准 ",1
"经 ",1
"经常性 ",1
"经济 ",1
"经济宽裕 ",1
"经久耐用 ",1
"经心 ",1
"经验丰富 ",1
"经意 ",1
"经用 ",1
"井井有条 ",1
"井然 ",1
"井然有序 ",1
"警 ",1
"景气 ",1
"景色优美 ",1
"静 ",1
"静寂 ",1
"静穆 ",1
"静悄 ",1
"静悄悄 ",1
"静态 ",1
"静幽幽 ",1
"静谧 ",1
"敬 ",1
"靖 ",1
"净 ",1
"炯 ",1
"炯炯 ",1
"炯炯有神 ",1
"究其实 ",1
"久经考验 ",1
"拘谨 ",1
"居高临下 ",1
"举止大方 ",1
"举止端庄 ",1
"举止文雅 ",1
"举足轻重 ",1
"据实 ",1
"具有历史意义 ",1
"具有吸引力 ",1
"具有压倒性优势 ",1
"俱佳 ",1
"娟 ",1
"娟娟 ",1
"娟秀 ",1
"决定 ",1
"决定性 ",1
"决绝 ",1
"决然 ",1
"绝好 ",1
"绝佳 ",1
"绝了 ",1
"绝妙 ",1
"绝色 ",1
"均 ",1
"均等 ",1
"均衡 ",1
"均一 ",1
"均匀 ",1
"钧 ",1
"俊 ",1
"俊丽 ",1
"俊美 ",1
"俊俏 ",1
"俊秀 ",1
"开诚布公 ",1
"开阔 ",1
"开朗 ",1
"开门见山 ",1
"开明 ",1
"开通 ",1
"开拓型 ",1
"慨 ",1
"慨然 ",1
"堪称第一 ",1
"堪称一绝 ",1
"康 ",1
"康健 ",1
"康乐 ",1
"康泰 ",1
"慷慨 ",1
"考究 ",1
"靠得住 ",1
"科学 ",1
"可 ",1
"可爱 ",1
"可歌可泣 ",1
"可观 ",1
"可贵 ",1
"可嘉 ",1
"可敬 ",1
"可靠 ",1
"可口 ",1
"可乐 ",1
"可能 ",1
"可亲 ",1
"可圈可点 ",1
"可塑 ",1
"可统一 ",1
"可喜 ",1
"可笑 ",1
"可心 ",1
"可信 ",1
"可信赖 ",1
"可信任 ",1
"可以信赖 ",1
"可意 ",1
"刻苦 ",1
"刻意 ",1
"客观 ",1
"客观上 ",1
"客气 ",1
"肯定 ",1
"肯干 ",1
"恳 ",1
"恳切 ",1
"恳挚 ",1
"空灵 ",1
"空前 ",1
"空前绝后 ",1
"口紧 ",1
"扣人心弦 ",1
"苦 ",1
"苦口婆心 ",1
"苦苦 ",1
"苦心 ",1
"苦心孤诣 ",1
"酷 ",1
"快 ",1
"快刀斩乱麻 ",1
"快捷 ",1
"快人快语 ",1
"宽 ",1
"宽大 ",1
"宽洪 ",1
"宽宏 ",1
"宽宏大量 ",1
"宽厚 ",1
"宽怀 ",1
"宽容 ",1
"宽松 ",1
"款洽 ",1
"匡 ",1
"狂放 ",1
"狂乱 ",1
"狂热 ",1
"旷达 ",1
"阔 ",1
"来得 ",1
"来劲 ",1
"来者不拒 ",1
"烂漫 ",1
"烂熟 ",1
"朗 ",1
"劳苦功高 ",1
"牢 ",1
"牢固 ",1
"牢靠 ",1
"牢牢 ",1
"牢稳 ",1
"老成 ",1
"老成练达 ",1
"老诚 ",1
"老当益壮 ",1
"老到 ",1
"老而弥坚 ",1
"老辣 ",1
"老老实实 ",1
"老练 ",1
"老马识途 ",1
"老谋深算 ",1
"老牌 ",1
"老实 ",1
"老于世故 ",1
"乐观 ",1
"乐融融 ",1
"乐善好施 ",1
"乐天 ",1
"雷打不动 ",1
"磊落 ",1
"理所当然 ",1
"理想 ",1
"理想化 ",1
"理性 ",1
"理智 ",1
"礼节性 ",1
"礼貌 ",1
"礼貌性 ",1
"丽 ",1
"历历 ",1
"历历可数 ",1
"历史性 ",1
"利 ",1
"利齿 ",1
"利害攸关 ",1
"利口 ",1
"利落 ",1
"利索 ",1
"利他 ",1
"利嘴 ",1
"力透纸背 ",1
"廉 ",1
"廉价 ",1
"廉洁 ",1
"廉洁奉公 ",1
"廉明 ",1
"练达 ",1
"良 ",1
"良好 ",1
"良善 ",1
"良性 ",1
"两袖清风 ",1
"亮 ",1
"亮光光 ",1
"亮晃晃 ",1
"亮晶晶 ",1
"亮丽 ",1
"亮亮堂堂 ",1
"亮闪闪 ",1
"亮堂 ",1
"亮堂堂 ",1
"亮锃锃 ",1
"了当 ",1
"了然 ",1
"料事如神 ",1
"烈 ",1
"琳琅满目 ",1
"淋漓 ",1
"淋漓尽致 ",1
"玲珑 ",1
"玲珑剔透 ",1
"伶俐 ",1
"灵 ",1
"灵便 ",1
"灵光 ",1
"灵活 ",1
"灵活机动 ",1
"灵捷 ",1
"灵快 ",1
"灵敏 ",1
"灵巧 ",1
"灵透 ",1
"灵秀 ",1
"灵验 ",1
"令人大开眼界 ",1
"令人高兴 ",1
"令人鼓舞 ",1
"令人满意 ",1
"令人钦佩 ",1
"令人神往 ",1
"令人羡慕 ",1
"令人信服 ",1
"令人瞩目 ",1
"溜 ",1
"溜光 ",1
"溜光水滑 ",1
"溜滑 ",1
"留心 ",1
"流畅 ",1
"流芳百世 ",1
"流芳后世 ",1
"流芳千古 ",1
"流利 ",1
"流行 ",1
"龙飞凤舞 ",1
"龙腾虎跃 ",1
"隆 ",1
"隆重 ",1
"陋 ",1
"炉火纯青 ",1
"露骨 ",1
"路不拾遗 ",1
"路人皆知 ",1
"履险如夷 ",1
"率 ",1
"率真 ",1
"率直 ",1
"绿色 ",1
"略 ",1
"锣鼓喧天 ",1
"落落大方 ",1
"落拓不羁 ",1
"麻利 ",1
"麻麻亮 ",1
"脉脉 ",1
"脉脉含情 ",1
"满口 ",1
"满腔热忱 ",1
"满腔热情 ",1
"满腔热血 ",1
"满园春色 ",1
"曼 ",1
"曼妙 ",1
"慢条斯理 ",1
"莽莽 ",1
